Category,Deadline,Goal,Pledged,Status,Backers
Technology,2014-08-15 19:55:00,15000,0,failed,0
Hardware,2015-03-12 00:45:52,300,310,successful,17
Software,2016-03-16 09:13:00,50000,0,canceled,0
Gadgets,2015-03-30 22:15:20,30000,62367,successful,431
Flight,2015-10-09 16:08:52,100,100,successful,3
Apps,2015-01-10 08:30:00,600000,3567,failed,3
Wearables,2015-04-13 17:59:35,12000,904,failed,29
DIY Electronics,2015-06-03 05:00:00,10000,51104,successful,315
Technology,2014-02-01 22:55:25,10000,729,failed,22
Apps,2015-09-19 14:43:18,350000,56,failed,3
Gadgets,2015-03-09 15:37:25,7000,48960.53,successful,1187
Gadgets,2014-05-15 19:00:55,30000,1728,canceled,45
Gadgets,2015-01-31 04:19:49,20000,21198,successful,98
Technology,2011-08-11 23:54:13,2600,211,failed,5
Hardware,2015-09-02 15:53:22,100000,7534,failed,48
Apps,2015-07-23 18:05:49,7500,1,failed,1
Technology,2013-07-13 18:31:19,30000,76,failed,6
Software,2016-01-31 19:31:46,1200000,100,failed,2
Apps,2015-06-26 02:24:30,3000,100,failed,1
Flight,2016-08-30 19:01:47,50000,7187,failed,32
Camera Equipment,2013-10-16 04:36:56,32000,83972,successful,558
Gadgets,2016-03-18 15:14:11,10000,782,failed,9
Software,2015-11-14 18:25:30,50000,10,failed,1
Technology,2014-07-12 05:05:14,20000,18,failed,4
Web,2016-03-04 17:46:57,20000,55,failed,1
Software,2012-09-26 00:10:31,20000,1,failed,1
Hardware,2015-03-01 08:01:00,2500,0,canceled,0
Hardware,2016-08-11 21:58:10,8000,435,failed,5
Web,2015-10-29 12:04:29,25000,14255.11,failed,371
Apps,2016-04-02 03:00:40,1000,11455,successful,76
Web,2015-07-30 04:54:10,1000,0,canceled,0
Hardware,2015-12-27 17:39:29,10000,50,failed,2
Apps,2015-02-14 19:00:00,5000,0,failed,0
Fabrication Tools,2015-04-18 00:41:42,80000,1,failed,1
Wearables,2016-08-17 14:05:54,250000,3417,canceled,34
Hardware,2014-06-23 13:26:19,200000,260834.88,successful,681
Software,2016-06-11 18:47:00,50000,151,failed,4
3D Printing,2014-11-05 18:43:30,7000,8969.01,successful,125
Sound,2014-08-23 04:33:01,3350,60,failed,2
DIY Electronics,2014-08-27 05:04:32,7500,3,canceled,3
Hardware,2016-09-04 06:02:30,30000,1857,failed,17
Technology,2013-05-02 17:07:58,5000,6368,successful,73
Apps,2016-02-15 03:00:00,25000,0,failed,0
Apps,2015-05-02 00:22:00,300000,0,failed,0
Technology,2015-11-28 02:00:00,75000,151,canceled,4
Technology,2015-04-23 18:03:47,100000,0,failed,0
Web,2015-10-03 20:53:27,30000,0,failed,0
Software,2014-08-26 11:00:00,1000,1743,successful,19
Makerspaces,2015-08-25 21:33:15,1500,10,failed,1
Apps,2014-11-15 03:11:27,20000,0,failed,0
Technology,2015-12-22 17:56:52,150000,35,failed,3
Gadgets,2015-06-14 01:53:58,12000,14232,successful,332
Web,2014-08-16 21:26:11,300,0,failed,0
Technology,2011-05-05 08:59:00,8000,8076,successful,63
Apps,2016-06-02 17:52:04,75000,3405,canceled,20
Software,2013-10-10 16:30:46,80000,1040,canceled,18
Apps,2016-09-18 14:20:26,97000,7060,failed,38
Technology,2013-01-09 18:27:28,800,2132,successful,128
Apps,2015-12-11 19:01:26,80000,0,failed,0
Robots,2015-12-10 05:59:00,50000,81380,successful,268
Software,2016-01-06 17:30:51,100000,51,failed,2
Technology,2016-04-04 18:41:15,5000,180,canceled,3
Technology,2015-04-09 21:48:38,20000,20986.28,successful,464
Technology,2015-08-01 02:35:49,2200,20,failed,2
Software,2016-04-29 21:19:10,45000,0,suspended,0
Software,2014-01-15 00:46:11,3500,50001,successful,1446
Technology,2014-11-30 21:51:40,25000,12,canceled,4
3D Printing,2016-02-03 23:36:20,5000,30,canceled,2
Fabrication Tools,2015-01-23 22:46:06,33000,1,failed,1
Hardware,2014-06-15 21:00:00,200000,2762571.78,successful,0
Technology,2011-05-06 05:59:00,10000,7436.01,failed,256
Space Exploration,2015-06-28 15:48:34,250000,4,failed,2
Hardware,2015-11-14 20:51:41,3000,5731,successful,86
Apps,2014-10-24 17:04:23,20000,15520,canceled,62
Apps,2015-06-11 17:23:47,30000,0,canceled,0
Gadgets,2015-07-01 17:55:36,7000,0,failed,0
Apps,2016-02-14 18:17:00,15000,15,failed,3
Hardware,2013-08-22 22:01:26,22500,3248,failed,37
Gadgets,2016-07-20 17:27:18,100000,0,canceled,0
Apps,2015-07-11 19:36:40,3500000,550,failed,2
Technology,2015-06-12 10:54:00,50000,453,canceled,8
Software,2014-09-07 11:53:35,3800,6709,successful,54
Web,2016-05-06 23:19:00,36000,0,failed,0
Wearables,2015-04-21 14:55:10,20000,7644,suspended,134
Technology,2015-10-23 06:28:34,100000,15510.4,failed,110
Gadgets,2015-12-25 02:00:00,50000,119,canceled,2
Software,2010-12-25 20:50:06,1000,1000,successful,24
Gadgets,2014-08-14 01:01:27,1500,8406,suspended,56
Software,2016-04-01 18:14:36,25000,25,failed,2
Hardware,2013-03-08 01:43:35,1250,5731.42,successful,241
Technology,2014-05-05 18:44:26,1500,1532,successful,34
Technology,2014-11-10 23:09:39,254560,10,failed,1
Hardware,2014-02-07 07:06:25,30000,30088,successful,91
Hardware,2015-06-05 19:00:00,153471,272238,successful,916
Technology,2015-07-05 23:33:05,50000,600,failed,1
Apps,2014-09-27 16:51:00,25000,0,failed,0
Technology,2014-03-29 18:57:54,50000,1816,failed,24
Hardware,2015-05-18 06:59:00,35000,5799,canceled,45
Apps,2015-08-28 22:55:28,18000,120,failed,3
Web,2015-04-15 18:07:22,2000,45,failed,1
Apps,2015-06-08 18:41:51,100000,0,failed,0
Software,2014-11-19 21:04:51,40000,2954,failed,28
Technology,2015-03-18 19:46:57,150,50,failed,2
Technology,2011-10-13 00:33:47,17000,200,canceled,6
Software,2016-11-29 07:31:37,30000,1,failed,1
Apps,2016-04-13 02:54:04,5000,5,failed,1
Technology,2015-07-17 13:25:59,5000,46,failed,4
Web,2015-11-14 06:39:57,10500,1133,failed,23
Apps,2015-01-22 21:40:48,3000,36,failed,3
Web,2016-03-17 16:49:51,10000,0,canceled,0
Web,2014-08-20 20:02:06,50000,2,canceled,1
Web,2015-08-01 06:01:44,15000,0,failed,0
Technology,2016-03-18 16:19:25,25000,34765,successful,320
Web,2014-08-13 22:44:17,1000,0,failed,0
DIY Electronics,2015-04-05 00:26:32,10000,1400,canceled,15
Web,2014-08-16 21:40:19,50000,0,failed,0
Technology,2011-10-08 21:10:29,300000,232,failed,13
Software,2014-02-20 19:58:38,9800,2253,failed,25
Wearables,2016-07-14 13:48:53,20000,621,canceled,7
Web,2014-08-08 19:04:47,1000,14,failed,3
DIY Electronics,2015-09-13 18:41:55,12800,1,failed,1
Camera Equipment,2014-10-22 01:57:34,2900,2987,successful,51
Technology,2014-10-18 17:57:11,25000,21,failed,3
DIY Electronics,2015-07-15 17:23:27,2000,0,canceled,0
Apps,2016-01-05 05:00:00,10000,350,canceled,8
Web,2015-03-03 22:48:00,118000,3,failed,3
Apps,2015-08-29 16:58:56,100000,30,failed,6
Technology,2013-10-20 21:00:53,20000,3078,failed,99
Technology,2014-12-05 04:23:53,10000,2945,failed,44
Gadgets,2015-10-02 06:45:39,5000,3109,failed,25
Hardware,2012-02-29 09:07:46,20000,3545,failed,74
Web,2015-01-02 05:59:00,7500,0,failed,0
Apps,2016-07-17 05:00:00,10000,229,canceled,1
3D Printing,2014-09-12 18:03:16,25000,925,canceled,5
Gadgets,2014-12-19 14:22:37,50000,12405,failed,30
Apps,2014-08-11 00:53:25,500,515,successful,16
Software,2016-07-26 06:59:00,65535,578,failed,12
Apps,2015-06-24 05:00:46,3000,3143,successful,58
Gadgets,2015-02-18 21:57:07,5600,27,failed,3
Makerspaces,2015-07-04 05:00:00,10000,1761,failed,18
Hardware,2012-12-09 01:09:09,90000,10290.01,failed,102
Hardware,2014-03-08 10:14:44,6000,7160,successful,242
Sound,2015-01-02 04:55:00,3000,0,suspended,0
Technology,2013-07-17 16:35:39,10000,22369,successful,406
Software,2015-05-13 21:57:19,10000,0,failed,0
Hardware,2013-04-19 23:50:03,25000,35,failed,5
Technology,2015-12-20 05:43:44,5000,0,failed,0
Technology,2014-03-01 23:14:24,2000,112,failed,9
Hardware,2015-05-30 13:30:00,50000,279758,successful,1934
Gadgets,2015-05-13 14:50:55,85000,2025,failed,42
Web,2014-12-16 19:05:35,50000,51070,successful,287
Sound,2015-12-18 08:02:30,3000,3122,successful,32
Apps,2015-09-18 23:48:04,15000,20,canceled,3
Software,2014-09-07 23:44:15,12000,0,canceled,0
Apps,2014-10-19 20:03:22,12000,136,failed,4
Gadgets,2014-09-13 23:11:01,2500,11,failed,3
Technology,2015-07-19 18:59:54,80000,765,failed,7
Technology,2012-06-06 16:20:34,40000,75554.01,successful,145
Hardware,2014-04-14 07:33:12,10000,855,canceled,12
Robots,2015-01-01 05:59:00,8000,8626,successful,47
Software,2013-05-11 02:00:00,500,714,successful,55
Hardware,2014-09-11 07:08:21,10000,1073,failed,24
Technology,2014-08-25 18:21:34,10000,10119,successful,116
Apps,2015-02-05 23:15:01,5000,110,canceled,4
Web,2014-02-13 02:00:00,10000,10131,successful,125
Software,2015-05-15 22:30:44,12500,610,failed,2
Software,2015-11-08 00:54:24,100000,100,failed,1
Hardware,2015-12-10 00:31:21,135000,1,failed,1
Apps,2014-07-16 05:08:07,19000,19816,successful,246
Wearables,2016-09-09 19:15:02,15000,160,failed,7
Technology,2015-08-15 07:30:23,50000,100589,successful,1131
Apps,2016-06-25 23:00:00,19950,0,failed,0
Hardware,2016-10-20 22:11:55,25000,26305.97,successful,76
Gadgets,2014-08-14 21:06:00,30000,40,failed,2
Hardware,2014-12-24 02:01:37,25000,0,canceled,0
Hardware,2016-04-02 05:59:00,10000000,9,failed,3
Hardware,2015-01-01 08:59:00,9500,10473,successful,93
Hardware,2016-10-08 21:37:10,125000,2137,failed,30
3D Printing,2014-12-05 15:10:53,38000,2289,failed,6
Apps,2016-03-15 21:41:10,500000,0,canceled,0
DIY Electronics,2013-06-17 05:11:39,50000,68000,successful,517
Technology,2016-09-21 18:44:37,200000,360,canceled,8
Technology,2015-04-28 17:51:55,1000000,65,failed,5
Robots,2015-04-21 21:54:00,55000,835,canceled,11
Hardware,2013-05-11 21:00:00,42000,21441,canceled,220
Web,2015-01-21 21:00:00,500,184,failed,4
Hardware,2015-05-20 12:17:09,100000,280,failed,4
3D Printing,2015-11-18 22:39:24,80000,599925,successful,2139
Software,2010-06-25 18:00:00,15000,0,failed,0
Apps,2014-12-12 09:07:14,12000,1061,failed,19
Robots,2015-02-11 03:45:04,11000,295,failed,7
Sound,2015-03-03 14:09:00,80000,125171,successful,589
Hardware,2016-10-13 23:59:00,1,22603,successful,163
Software,2015-05-17 16:25:46,25000,0,failed,0
Gadgets,2015-03-04 20:14:50,280,999,successful,31
Hardware,2011-12-14 20:22:31,25000,3883,failed,52
Gadgets,2015-12-01 06:00:00,40000,47826,successful,323
Software,2016-09-29 21:19:14,1230000,0,failed,0
Apps,2015-04-09 02:59:44,15000,0,failed,0
Apps,2016-05-19 21:37:02,150000,51,failed,3
Web,2016-07-24 21:44:38,10000,0,failed,0
Apps,2016-01-25 07:03:47,50000,40,failed,2
Apps,2015-04-08 12:22:58,18000,10,failed,4
Web,2014-08-16 00:09:05,3500,251,failed,2
Fabrication Tools,2014-08-20 22:14:34,8400,456,failed,15
Apps,2014-07-19 23:57:00,15000,1,failed,1
Apps,2015-05-07 16:44:31,35000,121,canceled,5
Web,2015-04-30 00:52:52,6000,50,failed,2
Technology,2014-11-16 01:24:04,5000,0,canceled,0
Technology,2012-12-09 20:39:07,100000,5203,failed,35
Technology,2014-03-23 21:36:11,1600,20,failed,1
Gadgets,2016-01-15 01:53:05,12500,8036,failed,118
Apps,2014-12-31 06:00:00,200000,131,failed,5
Apps,2016-09-22 16:11:14,150000,351,failed,3
Apps,2015-05-22 18:06:08,5000,1081,failed,22
Gadgets,2015-02-27 03:22:06,55500,17,failed,4
Apps,2015-04-26 03:56:09,1200,305,failed,6
Camera Equipment,2015-04-18 04:00:00,30000,46365,successful,42
Software,2016-02-18 17:19:44,35000,75,failed,3
Hardware,2012-11-07 06:11:42,135000,37869,failed,95
Technology,2014-07-10 00:07:15,100000,246,canceled,7
Software,2014-01-02 20:59:58,1500000,538,failed,68
Technology,2015-05-07 03:35:00,10000,0,canceled,0
Robots,2014-09-06 00:51:19,75000,30,failed,2
Technology,2013-08-14 08:19:07,25000,1205,failed,11
Technology,2014-01-25 22:40:35,18000,0,canceled,0
Web,2015-12-08 00:29:06,60000,105,failed,3
Web,2016-07-11 06:03:44,50000,15,failed,2
Hardware,2013-09-27 06:54:11,25000,782,failed,27
Camera Equipment,2014-12-06 18:26:32,12500,8715,failed,17
Software,2014-12-18 02:00:00,7310,0,failed,0
Web,2016-06-04 07:24:25,54000,332,failed,8
Technology,2014-12-17 18:00:00,15000,7,failed,1
Technology,2015-05-15 09:00:00,30000,10,failed,1
Apps,2016-07-02 21:13:34,14000,20,failed,2
Technology,2013-04-19 19:00:25,20000,35220,successful,168
Hardware,2015-11-07 18:56:26,5000,550,suspended,25
Sound,2016-06-13 16:42:53,50000,421,failed,6
Technology,2015-08-20 01:03:04,200000,43718,failed,10
Web,2015-04-09 04:12:27,10000,14,failed,5
Technology,2015-09-11 21:03:20,25000,88,failed,7
Apps,2015-12-22 04:46:06,65000,0,failed,0
Technology,2011-12-17 01:03:38,22000,683,failed,12
Hardware,2012-07-15 04:00:00,24750,5881,failed,37
Web,2015-02-21 06:59:18,1500,127,failed,5
Apps,2015-01-21 21:22:56,100000,122,failed,8
Technology,2015-03-25 16:57:26,2000,2000,successful,11
Gadgets,2015-10-16 00:00:00,3500,4265,successful,68
Technology,2014-09-03 19:30:07,1000,103156,successful,685
Technology,2012-10-29 18:13:41,8000,8032.23,successful,140
Technology,2015-03-28 03:11:40,2000,0,failed,0
Gadgets,2015-10-17 13:52:25,75000,1354793.97,successful,1996
Hardware,2013-03-09 22:08:19,10000,92154.22,successful,479
Technology,2013-05-15 00:00:00,40000,11469,failed,169
Apps,2015-11-08 08:07:00,1728,121,failed,2
Web,2015-02-15 23:54:34,25000,2,failed,2
Web,2015-06-18 21:03:35,70000,0,canceled,0
Flight,2015-10-21 17:54:07,20000,140,failed,6
Technology,2014-08-13 09:15:08,15000,10001,failed,80
Software,2014-09-11 17:52:25,12500,0,failed,0
Software,2015-10-01 21:12:37,1701,6009.56,successful,49
Technology,2015-04-26 00:00:00,35000,202666,successful,1616
Hardware,2013-11-27 00:04:11,8000,2875,failed,123
Web,2015-04-11 13:15:41,70000,0,failed,0
Sound,2014-11-03 01:11:57,11000,2076,failed,63
Software,2009-11-14 07:59:00,1500,20,canceled,1
Web,2016-04-29 06:52:04,5000,3,failed,3
Hardware,2014-06-27 14:00:25,30000,62707.95,successful,451
Apps,2016-04-23 17:39:41,3500,125,failed,4
Web,2014-10-09 04:07:12,20000,70,failed,2
Wearables,2015-12-10 16:59:30,18500,47913,successful,243
Camera Equipment,2015-04-26 05:00:19,10000,5955,failed,55
Apps,2016-02-07 23:18:44,125000,0,failed,0
Technology,2012-12-26 16:37:30,3000,10303,successful,203
DIY Electronics,2016-07-30 03:00:00,5000,5703,successful,139
Technology,2016-05-13 23:16:23,800000,1,failed,1
Gadgets,2015-09-30 07:13:39,2400,4443,successful,54
Hardware,2016-10-27 17:00:45,12000,28110,successful,220
Camera Equipment,2016-06-14 23:06:32,16030,4375,suspended,20
Apps,2015-06-03 18:02:24,1950,0,failed,0
Technology,2012-02-29 14:57:00,10000,0,canceled,0
Apps,2016-04-23 16:31:23,8640,0,canceled,0
Technology,2016-08-03 02:45:01,100000,1529,canceled,9
Software,2016-06-02 18:35:00,25000,0,failed,0
Technology,2012-11-30 00:20:32,1250,3038,successful,63
Web,2015-12-23 15:57:50,1000,0,failed,0
Technology,2012-10-12 00:39:10,112000,135,failed,4
Technology,2014-12-15 05:59:00,6900,6914,successful,65
Apps,2015-12-13 07:00:00,125000,0,failed,0
Gadgets,2016-10-20 21:12:03,25000,923,canceled,22
Technology,2012-07-21 08:00:00,3000,4832,successful,115
Wearables,2014-12-19 17:23:36,10000,10105,successful,47
Technology,2014-08-29 23:50:34,100000,0,failed,0
Gadgets,2016-10-15 21:54:22,9000,1626,failed,19
Technology,2013-04-14 11:06:26,20000,2547,failed,5
Hardware,2013-06-23 05:36:32,30000,9852,failed,50
Gadgets,2015-12-17 06:14:00,500,1449,successful,12
Apps,2015-08-13 16:15:23,8000,60,failed,2
Apps,2015-07-28 19:32:27,25000,75,failed,4
Technology,2016-10-22 22:28:51,26000,26048,successful,117
Hardware,2013-01-11 03:22:10,10000,16689.8,successful,67
Gadgets,2014-10-04 06:08:47,3000,155,canceled,5
Software,2015-10-03 15:36:40,10000,5836,failed,45
Technology,2012-10-05 18:47:13,568,810,successful,8
Wearables,2015-10-19 02:00:00,10000,166,failed,3
Gadgets,2015-04-07 17:00:38,125000,11002,failed,55
Apps,2016-11-30 22:18:15,2000,10,failed,1
Technology,2014-10-09 01:28:23,70000,1,failed,1
Apps,2016-07-02 21:09:52,15000,590,failed,7
Web,2014-09-03 19:09:57,1500,30,failed,5
Hardware,2013-08-15 02:48:05,350000,121633.12,failed,1188
Gadgets,2014-10-08 19:35:06,13000,0,failed,0
Apps,2016-09-29 02:00:28,20000,5440.3,failed,42
Hardware,2014-01-17 23:44:00,30000,55,failed,10
Web,2015-08-11 00:14:26,15000,20,canceled,2
Hardware,2014-04-12 23:14:19,87000,4974,failed,31
Space Exploration,2012-04-29 03:13:43,20000,20843.6,successful,321
Technology,2014-03-13 01:00:00,4000,4498,successful,66
Technology,2014-05-22 21:07:55,6000,454,failed,14
Wearables,2015-02-20 02:50:11,45000,640,canceled,13
Web,2015-07-01 05:59:00,5,420,successful,11
Apps,2015-07-17 00:10:14,15799,146,failed,4
Technology,2012-12-27 01:01:19,4200,720,failed,12
3D Printing,2014-04-13 17:00:54,25000,100999.63,successful,1005
Technology,2015-05-09 19:49:22,25000,0,failed,0
Technology,2015-02-10 06:59:15,22000,158583,successful,3864
Software,2014-10-12 05:59:00,50000,20,failed,1
Fabrication Tools,2015-09-06 19:45:08,2500,85,failed,4
Technology,2014-08-23 03:26:28,1000,1,failed,1
Software,2011-01-13 14:31:30,12000,0,failed,0
Apps,2014-12-01 17:59:36,3000,495,failed,15
Technology,2015-05-08 03:48:02,100000,0,suspended,0
Apps,2016-10-26 19:53:25,100000,74560,canceled,114
Gadgets,2016-01-09 00:05:54,45000,360,failed,2
Gadgets,2016-08-28 20:16:59,1000,9,failed,5
Apps,2015-05-28 00:28:54,7500,0,failed,0
Apps,2016-03-31 18:57:27,40000,301,failed,9
Apps,2014-08-09 22:14:42,3000,10,failed,1
Technology,2014-02-25 07:16:34,50000,56364,successful,157
Apps,2015-01-19 16:02:10,20000,1787,failed,9
Software,2010-09-11 09:03:08,10000,50,canceled,1
Technology,2011-03-23 22:55:07,15000,1233,failed,18
Technology,2016-11-27 17:25:11,60000,870,failed,6
Apps,2016-10-06 15:49:04,75000,1,failed,1
Software,2009-11-09 02:32:00,1000,0,failed,0
Technology,2015-12-31 19:56:00,15000,75,failed,8
Web,2016-10-11 07:32:13,1000,20,failed,6
Web,2015-05-04 13:45:00,14500,439,failed,6
Software,2016-05-16 21:48:33,35000,45187,successful,361
Technology,2016-10-17 02:00:00,100000,1564,canceled,22
Web,2015-02-24 18:24:52,25000,1121,failed,41
Flight,2016-11-09 04:00:00,10000,76,failed,19
Web,2015-07-30 20:19:41,150000,0,failed,0
Software,2014-12-21 20:00:14,10000,0,failed,0
Apps,2015-04-18 00:00:00,12000,12820,successful,63
Apps,2014-12-10 18:42:55,2400,5,failed,1
Software,2014-01-12 16:07:34,100000,2426.5,failed,47
Web,2015-05-06 22:03:31,500,650,successful,3
Technology,2012-04-15 13:03:25,50000,3682,canceled,39
Technology,2015-02-22 10:51:55,20200,710,failed,21
Software,2016-09-07 17:56:58,40000,0,canceled,0
Software,2014-08-28 21:16:10,50,63,successful,7
Technology,2013-12-29 16:03:51,45000,255,canceled,5
Web,2014-07-03 20:20:09,5000,130,canceled,4
Technology,2014-09-24 21:54:53,3000,147,failed,6
Technology,2016-06-12 21:58:10,16000,15,canceled,1
Hardware,2014-12-22 19:46:52,100000,136,failed,9
Web,2015-04-30 21:32:00,20000,21615,successful,45
Software,2009-10-15 04:51:00,3000,101,failed,3
Technology,2015-03-28 15:17:44,10,120,successful,6
Hardware,2014-04-11 09:52:11,160000,1686,failed,16
Apps,2015-10-28 21:18:46,10000,0,failed,0
Technology,2014-07-24 08:34:58,6500,87,failed,7
Web,2014-12-18 05:32:21,25000,82,canceled,4
Apps,2016-05-13 22:04:34,10000,1,failed,1
Gadgets,2014-12-06 07:50:27,35000,3195,canceled,10
Gadgets,2016-07-21 15:47:30,285000,285,canceled,5
Hardware,2015-03-04 20:50:11,1500,1501,successful,33
Sound,2014-11-22 07:37:51,5000,20,suspended,2
Software,2010-08-06 06:59:00,8500,213.47,canceled,5
Software,2012-11-21 23:40:16,100000,149,failed,2
Technology,2013-04-01 13:38:46,10000,11264,successful,130
Software,2012-05-31 18:20:00,15000,51,failed,7
DIY Electronics,2015-07-29 21:41:16,1500,2198,successful,58
Hardware,2013-10-15 16:30:32,100000,11658,canceled,55
Apps,2016-08-03 09:56:10,20000,2300,failed,17
Apps,2015-10-12 23:21:06,20000,0,canceled,0
Web,2016-05-29 21:18:16,25000,0,canceled,0
Web,2016-08-18 08:40:41,182875,166,canceled,8
Gadgets,2015-09-16 19:01:11,62000,35,canceled,1
Apps,2015-03-07 17:05:47,250000,101,failed,2
Web,2015-07-18 13:58:52,7500,900,failed,27
Fabrication Tools,2015-04-02 00:49:55,50000,340,failed,2
Technology,2015-08-31 23:45:00,150000,0,failed,0
Web,2015-07-09 16:01:49,30000,7937,failed,44
Gadgets,2015-03-08 16:59:00,20000,219616.38,successful,5999
Software,2014-05-14 06:58:11,10000,14,canceled,3
Wearables,2016-10-29 14:59:06,30000,33059,successful,210
Robots,2015-06-13 20:29:29,850,1146,successful,32
Fabrication Tools,2016-02-24 21:19:07,8000,0,failed,0
Apps,2016-02-12 17:45:11,25000,0,canceled,0
Apps,2015-05-16 22:40:36,10000,0,failed,0
Technology,2014-10-30 01:00:00,12000,326,failed,21
Software,2015-05-09 20:26:00,2000,0,canceled,0
Technology,2014-12-12 20:39:12,3000,36,failed,4
Apps,2014-09-18 21:19:08,200000,0,failed,0
Web,2015-01-21 18:37:32,10000,10,canceled,1
Hardware,2016-08-07 23:54:21,155000,17735,failed,44
Technology,2013-10-13 05:42:27,3000,109,failed,14
Hardware,2015-05-31 07:13:23,75000,27,failed,3
Technology,2014-09-17 19:05:51,95000,205,failed,4
Apps,2014-09-16 02:47:40,3500,3550,successful,21
Technology,2014-11-25 02:00:00,20000,993,failed,13
Technology,2011-09-19 01:43:39,1000,25,canceled,1
3D Printing,2016-03-21 04:00:00,40000,185669,successful,562
